Start Time : 1629533053 s
Nodes : 7115
Edges : 103689
MonteCarloSimulations : 100
Steps : 100
30,360.0
1412,1.0
3352,1643.0
5254,1240.0
5543,1649.0
7478,1.0
3,926.0
28,1634.0
39,1486.0
54,414.0
108,17.0
152,844.0
178,1583.0
182,1611.0
214,1.0
271,1.0
286,1.0
300,1.0
348,1021.0
349,1.0
371,1617.0
567,298.0
581,1.0
584,330.0
586,810.0
590,561.0
604,873.0
611,1.0
8283,1.0
25,1566.0
6,1661.0
8,1657.0
19,1276.0
23,1624.0
29,1632.0
33,1140.0
35,1463.0
50,460.0
55,1568.0
75,1107.0
80,1547.0
86,1608.0
94,1519.0
127,1654.0
154,1502.0
192,1107.0
224,660.0
226,1202.0
246,116.0
252,1.0
255,1649.0
257,448.0
261,198.0
273,477.0
280,1553.0
282,1187.0
299,1.0
302,725.0
306,1655.0
308,1629.0
310,1648.0
322,1.0
325,940.0
339,1616.0
356,1006.0
358,1.0
363,295.0
370,1.0
373,1.0
377,1.0
379,1.0
407,1645.0
415,215.0
422,1.0
428,1.0
439,396.0
488,279.0
514,1.0
545,1138.0
549,132.0
560,68.0
592,462.0
600,1646.0
645,990.0
650,1581.0
659,676.0
664,516.0
667,1102.0
673,313.0
675,1.0
696,216.0
706,1513.0
723,17.0
739,1.0
756,1.0
857,1.0
864,1.0
893,1.0
959,676.0
994,1578.0
1131,1.0
3755,1.0
8282,1.0
8284,1.0
4,1326.0
10,1544.0
38,991.0
56,1024.0
130,678.0
140,944.0
147,1550.0
151,1604.0
232,1125.0
243,135.0
341,1450.0
606,181.0
5,1043.0
61,1.0
89,1222.0
93,34.0
153,50.0
163,611.0
167,1.0
168,808.0
175,150.0
34,594.0
132,1039.0
135,365.0
171,1569.0
183,1.0
216,544.0
219,1.0
227,646.0
228,264.0
236,1506.0
250,1.0
258,428.0
259,1531.0
274,1.0
285,464.0
290,1568.0
298,1.0
301,1.0
304,1547.0
317,1646.0
319,1659.0
359,1.0
362,66.0
378,1.0
390,1.0
391,1.0
392,1.0
394,1.0
396,1.0
402,1.0
405,926.0
406,1284.0
421,1.0
427,382.0
431,1.0
432,1646.0
433,1.0
435,1.0
440,561.0
447,757.0
538,1.0
564,842.0
566,1.0
579,329.0
589,1.0
609,1.0
613,17.0
616,83.0
617,1.0
619,1.0
643,1348.0
656,1.0
665,476.0
668,67.0
691,1280.0
694,1.0
700,1.0
704,1629.0
717,215.0
730,1006.0
733,282.0
741,1.0
761,414.0
765,1.0
779,1.0
789,1649.0
791,1432.0
798,855.0
802,247.0
813,1643.0
820,891.0
826,1648.0
863,183.0
871,1531.0
881,1.0
885,265.0
895,183.0
897,67.0
904,1631.0
906,1.0
907,611.0
913,377.0
922,1654.0
932,67.0
936,1.0
955,1.0
960,1251.0
963,1.0
966,1.0
971,1631.0
972,1.0
978,1535.0
979,1.0
983,1.0
991,1.0
993,1642.0
995,1.0
1007,1.0
1014,1.0
1022,823.0
1026,1.0
1032,1495.0
1035,789.0
1043,891.0
1055,1648.0
1062,1644.0
1125,1332.0
1144,607.0
1152,1.0
1156,298.0
1160,1237.0
1167,1613.0
1168,181.0
1218,1.0
1220,1.0
1221,1604.0
1222,1.0
1234,1154.0
1241,1388.0
1248,1121.0
1253,1315.0
1261,458.0
1297,1628.0
1321,1.0
1326,264.0
1377,1232.0
1389,1.0
1390,1339.0
1394,530.0
1396,1.0
1428,1644.0
1439,708.0
1441,1350.0
1442,1241.0
1446,83.0
1453,1.0
1464,1.0
1465,510.0
1468,988.0
1471,1595.0
1472,117.0
1476,1.0
1478,1.0
1484,1.0
1485,1.0
1487,1618.0
1489,1551.0
1490,1.0
1497,1237.0
1501,1437.0
1506,1416.0
1507,197.0
1513,1.0
1514,1.0
1518,1.0
1524,134.0
1525,1370.0
1531,1.0
1532,1.0
1533,1.0
1538,1613.0
1549,1646.0
1555,1620.0
1556,1.0
1557,1.0
1563,1.0
1569,1.0
1573,1.0
1587,396.0
1597,1.0
1610,919.0
1619,512.0
1641,183.0
1648,1.0
1652,1.0
1654,1.0
1657,1.0
1662,265.0
1669,1.0
1679,1.0
1689,50.0
1692,1.0
1701,1629.0
1716,131.0
1718,1.0
1752,1.0
1758,1.0
1768,1.0
1774,1.0
1783,1579.0
1787,1.0
1788,1.0
1798,1.0
1861,1.0
1864,1.0
1982,1233.0
2409,1.0
2651,1645.0
2843,1.0
2909,1630.0
3892,1.0
4037,821.0
4134,115.0
4792,1470.0
4942,1.0
5323,329.0
5697,1645.0
6227,83.0
6330,17.0
6624,1626.0
6765,83.0
6790,991.0
6965,1.0
7161,1.0
7632,1.0
8290,1.0
7,1041.0
32,99.0
105,135.0
524,1.0
1190,381.0
1193,1295.0
1425,1.0
1919,1645.0
8287,1.0
36,1653.0
49,776.0
144,1.0
150,1116.0
389,1.0
506,1.0
587,855.0
607,1.0
622,1.0
624,1.0
627,1.0
628,1.0
631,0.0
636,729.0
637,1153.0
657,17.0
658,426.0
674,790.0
677,50.0
681,1.0
687,1.0
715,1139.0
719,427.0
725,462.0
749,1603.0
760,82.0
778,1.0
806,1.0
810,1254.0
817,1.0
822,890.0
844,1352.0
866,1.0
868,1.0
875,1.0
878,1.0
882,214.0
938,1.0
977,1.0
1092,1.0
9,1608.0
517,1.0
559,17.0
626,1255.0
918,1037.0
982,1336.0
1049,246.0
1103,592.0
1384,1481.0
1580,1.0
1618,1.0
1717,1627.0
1855,624.0
1966,936.0
743,1.0
746,1.0
748,1.0
750,1.0
11,1676.0
15,1463.0
72,1648.0
95,115.0
204,478.0
230,608.0
313,1597.0
332,1.0
334,1369.0
338,34.0
350,100.0
372,1.0
429,34.0
465,561.0
575,67.0
608,164.0
644,1121.0
647,1058.0
684,82.0
705,1232.0
707,1652.0
710,1645.0
722,1641.0
744,1.0
762,1323.0
763,1552.0
764,1417.0
771,427.0
793,1.0
803,299.0
805,1644.0
825,1651.0
829,1.0
836,1368.0
837,149.0
838,1306.0
839,1.0
849,1.0
853,658.0
859,1018.0
873,330.0
887,1.0
908,249.0
929,1.0
934,1.0
935,1005.0
937,1238.0
941,1612.0
942,1.0
943,1316.0
945,1.0
946,1616.0
947,1170.0
956,1452.0
958,1.0
968,281.0
975,579.0
985,643.0
989,1.0
999,527.0
1000,1514.0
1006,1651.0
1012,183.0
1018,345.0
1031,888.0
1034,1352.0
1061,281.0
1075,1566.0
1080,68.0
1097,1616.0
1111,1615.0
1124,1042.0
1127,1583.0
1128,792.0
1137,1648.0
1151,1644.0
1154,1.0
1164,1268.0
1165,760.0
1185,1400.0
1186,1.0
1191,1.0
1196,381.0
1199,309.0
1200,1631.0
1201,1296.0
1203,777.0
1211,1592.0
1230,1365.0
1239,116.0
1243,150.0
1250,1.0
1259,1515.0
1260,180.0
1279,1623.0
1282,478.0
1284,840.0
1285,1217.0
1286,1578.0
1296,494.0
1305,1650.0
1307,1.0
1310,83.0
1319,1628.0
1322,774.0
1330,1.0
1353,1385.0
1360,1070.0
1372,1.0
1374,1640.0
1375,18.0
1378,697.0
1382,1104.0
1385,1268.0
1402,1.0
1407,181.0
1411,1.0
1413,1.0
1418,1.0
1420,298.0
1435,1.0
1437,1.0
1444,99.0
1482,1264.0
1486,1.0
1492,1648.0
1496,1644.0
1520,234.0
1521,1650.0
1534,164.0
1542,1650.0
1547,970.0
1550,1518.0
1565,542.0
1566,1499.0
1583,1628.0
1585,1629.0
1592,975.0
1608,1642.0
1613,757.0
1621,1640.0
1622,1594.0
1628,687.0
1629,0.0
1633,1.0
1637,17.0
1638,231.0
1646,375.0
1649,1.0
1653,1.0
1658,662.0
1661,1619.0
1672,1.0
1680,280.0
1687,311.0
1688,1087.0
1697,1596.0
1700,1614.0
1706,234.0
1707,1367.0
1714,392.0
1726,1.0
1729,875.0
1730,1400.0
1732,1122.0
1746,478.0
1747,279.0
1749,1598.0
1757,727.0
1769,1562.0
1771,1.0
1772,1630.0
1780,1.0
1791,1.0
1802,1.0
1805,149.0
1811,1550.0
1816,564.0
1835,1625.0
1836,1074.0
1842,1.0
1847,1366.0
1848,922.0
1849,183.0
1857,528.0
1858,17.0
1859,364.0
1880,1.0
1884,1.0
1888,1225.0
1893,1.0
1901,1.0
1903,1.0
1908,594.0
1920,1.0
1927,115.0
1953,1.0
1956,1.0
1963,1.0
1964,613.0
1965,606.0
1969,1.0
1973,1.0
1977,1400.0
1979,295.0
1983,1.0
1985,1569.0
1987,1.0
1990,1422.0
1991,1536.0
1992,1201.0
1997,1650.0
2004,1.0
2007,1.0
2014,810.0
2055,1.0
2060,1.0
2062,1645.0
2066,1.0
2071,346.0
2073,1.0
2076,1.0
2079,1.0
2085,1305.0
2091,349.0
2095,196.0
2097,182.0
2101,1.0
2109,1478.0
2114,1447.0
2117,937.0
2119,231.0
2128,444.0
2134,573.0
2137,1.0
2144,1169.0
2145,1643.0
2151,1.0
2157,0.0
2168,230.0
2178,233.0
2181,50.0
2182,1.0
2193,921.0
2202,1.0
2205,1.0
2206,773.0
2210,874.0
2237,1645.0
2240,1651.0
2241,1050.0
2246,561.0
2252,1154.0
2253,1.0
2257,1530.0
2273,1.0
2289,987.0
2294,524.0
2328,1647.0
2329,1.0
2332,1289.0
2333,1.0
2339,1.0
2341,1.0
2345,1.0
2350,1.0
2362,0.0
2364,821.0
2381,1620.0
2384,1635.0
2385,1.0
2397,1.0
2400,1.0
2410,1453.0
2411,1641.0
2426,1.0
2435,1355.0
2456,1133.0
2470,1.0
2475,326.0
2479,1.0
2484,1.0
2485,1645.0
2490,1.0
2499,1.0
2504,1611.0
2506,1450.0
2508,759.0
2517,314.0
2535,1616.0
2544,842.0
2565,1643.0
2570,198.0
2575,1.0
2579,1.0
2580,1.0
2585,1527.0
2587,906.0
2593,1333.0
2595,1567.0
2604,1.0
2612,1332.0
2619,1564.0
2625,1.0
2643,1.0
2646,1386.0
2653,1643.0
2655,1496.0
2657,1495.0
2665,509.0
2669,1.0
2685,1.0
2686,1632.0
2696,1647.0
2720,1.0
2727,1528.0
2746,1336.0
2754,1.0
2760,1072.0
2763,1.0
2775,1530.0
2777,1.0
2787,149.0
2794,1.0
2811,791.0
2859,1646.0
2871,1646.0
2900,1333.0
2923,1517.0
2932,1615.0
2958,1468.0
2981,1514.0
3002,527.0
3005,1300.0
3007,1071.0
3010,1645.0
3014,1.0
3024,1562.0
3026,1644.0
3028,1632.0
3034,1510.0
3059,1548.0
3073,1367.0
3084,1596.0
3092,1645.0
3114,1.0
3117,1.0
3125,937.0
3136,1.0
3140,1.0
3144,1626.0
3180,1170.0
3192,1614.0
3258,1644.0
3260,647.0
3284,922.0
3291,1572.0
3309,378.0
3321,1086.0
3334,691.0
3394,1644.0
3404,1597.0
3433,688.0
3439,1628.0
3443,1098.0
3447,1647.0
3452,1650.0
3453,1626.0
3454,1649.0
3458,1580.0
3463,1566.0
3464,0.0
3480,1139.0
3529,1.0
3537,1.0
3557,625.0
3562,1415.0
3568,1641.0
3607,1451.0
3615,1650.0
3631,1630.0
3635,1577.0
3645,1447.0
3650,1.0
3660,1595.0
3661,1445.0
3680,1.0
3748,1419.0
3787,1650.0
3800,412.0
3806,1569.0
3807,1.0
3812,1479.0
3830,1038.0
3843,872.0
3847,1.0
3871,379.0
3903,1.0
3926,1.0
3937,1.0
3956,1646.0
3958,862.0
3967,1.0
3970,1.0
4011,1.0
4013,1255.0
4021,1.0
4024,34.0
4040,1614.0
4043,1.0
4044,1627.0
4055,330.0
4058,1.0
4065,1633.0
4072,1285.0
4088,1.0
4103,33.0
4124,1602.0
4162,574.0
4179,1.0
4201,65.0
4212,1500.0
4231,280.0
4247,1.0
4256,1.0
4261,1235.0
4263,83.0
4266,644.0
4269,360.0
4289,1.0
4290,216.0
4297,1532.0
4299,1.0
4335,1354.0
4384,1.0
4417,1.0
4422,623.0
4424,1.0
4463,1.0
4485,923.0
4510,1.0
4528,1.0
4531,952.0
4547,1421.0
4578,0.0
4613,1.0
4661,1133.0
4662,1596.0
4706,313.0
4709,1117.0
4719,1.0
4796,182.0
4808,0.0
4811,1.0
4814,905.0
4820,1.0
4827,116.0
4938,495.0
4962,1.0
5026,1.0
5037,905.0
5055,1.0
5073,1.0
5092,1.0
5100,1.0
5106,1156.0
5130,1.0
5132,1.0
5144,1.0
5802,1647.0
6170,906.0
6496,1.0
6715,1.0
6739,1.0
8286,1.0
8291,1.0
8293,1.0
12,1548.0
663,1645.0
697,1630.0
2708,412.0
3371,1.0
4233,133.0
13,747.0
14,1620.0
324,546.0
368,1.0
477,1.0
797,463.0
1053,1.0
1123,1.0
2016,970.0
8285,1.0
417,478.0
737,1650.0
974,1512.0
2229,1650.0
2398,1532.0
4561,1.0
4600,1137.0
4645,1.0
4658,1.0
7871,1.0
8292,1.0
16,886.0
17,1162.0
18,797.0
20,1665.0
321,942.0
425,1595.0
861,1024.0
896,974.0
981,990.0
1044,510.0
1352,1632.0
1604,199.0
2165,1.0
2281,66.0
2285,972.0
2324,380.0
2348,1.0
2693,1648.0
2774,1510.0
2828,1.0
2877,1.0
3027,1334.0
3456,1642.0
3516,1.0
3614,1653.0
4373,1.0
5327,1.0
5714,1498.0
5775,1431.0
5780,1.0
5814,1647.0
5818,1567.0
6229,1000.0
6262,34.0
6780,233.0
7726,184.0
8288,1.0
21,1516.0
794,727.0
2814,1.0
22,33.0
601,528.0
670,1.0
1029,1635.0
1039,462.0
1593,1.0
24,1657.0
311,1642.0
633,1516.0
742,1608.0
769,1644.0
856,1611.0
1100,147.0
1267,1625.0
1315,327.0
1357,1646.0
1416,642.0
1419,1385.0
1473,1611.0
1548,314.0
1705,1414.0
1723,1.0
1734,1632.0
1754,1168.0
1781,707.0
1808,1650.0
1814,1635.0
1837,1349.0
2209,1369.0
2225,1452.0
2264,1526.0
2276,1051.0
2323,1646.0
2354,100.0
2371,1650.0
2375,1385.0
2516,1263.0
2542,1612.0
2560,1647.0
2660,1647.0
2667,1646.0
2697,1600.0
2707,1640.0
2815,888.0
2819,808.0
2822,1381.0
2830,658.0
2922,1.0
2926,1.0
2955,1.0
2963,1.0
2999,595.0
3018,1159.0
3089,263.0
3164,1.0
3351,1.0
3408,1.0
3410,1.0
3473,1.0
3586,1646.0
3643,1596.0
3792,1285.0
3854,1614.0
3898,330.0
3910,1401.0
4276,1592.0
4310,1650.0
4338,1403.0
4349,1.0
4712,1643.0
4944,197.0
4953,1.0
4999,1.0
5123,1612.0
5162,394.0
5341,217.0
5412,1.0
5423,1429.0
5484,1204.0
5511,84.0
5596,988.0
5863,1.0
6097,1249.0
6272,1578.0
6441,1.0
6566,1.0
6833,67.0
6855,905.0
6869,1.0
6948,1.0
6955,1.0
7119,1.0
7143,1.0
7144,1.0
1030,0.0
1077,1.0
2801,1.0
6251,1.0
1023,873.0
1038,362.0
1166,1644.0
2120,1644.0
2135,1645.0
2297,1654.0
2594,1537.0
2599,560.0
2620,986.0
2689,1387.0
2831,1518.0
2834,363.0
3150,663.0
3274,1623.0
3489,1.0
4099,1646.0
4303,1.0
4483,1628.0
4574,1435.0
4717,1589.0
4781,1337.0
4929,776.0
5022,1631.0
5459,1.0
5529,1117.0
5605,627.0
5799,974.0
5804,1252.0
5822,1585.0
5897,33.0
6006,1626.0
6044,331.0
6151,644.0
6437,1.0
7115,1.0
7289,1.0
7908,0.0
8174,1.0
37,676.0
3976,1653.0
4735,1.0
6123,943.0
40,398.0
26,1579.0
419,1.0
41,1290.0
42,1653.0
823,1008.0
1024,1466.0
6458,1056.0
7108,1.0
43,299.0
44,1291.0
2652,1.0
3813,1630.0
4687,1237.0
4795,1582.0
4875,1.0
5439,1580.0
6306,1.0
6432,1.0
7092,1617.0
8295,1.0
45,530.0
46,1482.0
3435,214.0
3506,1.0
47,1656.0
1236,1642.0
1300,1.0
1564,1301.0
1603,903.0
2185,1.0
3720,842.0
3803,514.0
3897,709.0
3946,1.0
4189,977.0
5922,330.0
6875,511.0
8212,1.0
8294,1.0
48,741.0
51,991.0
52,51.0
53,1432.0
1744,606.0
3276,1629.0
3646,478.0
3717,231.0
4183,1.0
4191,841.0
4235,1.0
4389,1.0
4666,708.0
4764,1550.0
5079,1648.0
5640,84.0
5998,1596.0
840,707.0
5404,1417.0
5545,1.0
5582,1610.0
6198,778.0
6498,1.0
6503,280.0
6913,1513.0
6946,1318.0
7040,1.0
7052,1640.0
7295,789.0
682,265.0
714,1.0
784,1649.0
795,1551.0
1020,1.0
1432,147.0
515,1.0
2211,1.0
57,315.0
58,1420.0
5378,449.0
8237,1.0
59,1581.0
928,1040.0
1595,1.0
1918,1349.0
2174,1484.0
2547,1629.0
2550,1184.0
2724,462.0
2946,1.0
2966,1.0
2972,1648.0
2977,1.0
2979,1.0
3015,1466.0
5624,1122.0
6166,1.0
60,546.0
7624,1.0
62,513.0
2092,283.0
2247,1.0
27,1621.0
2369,1642.0
2917,133.0
4400,479.0
4448,1417.0
4715,579.0
4828,1641.0
5210,1.0
5743,1.0
5844,1.0
6246,0.0
63,216.0
64,34.0
65,299.0
66,1524.0
2799,493.0
4588,905.0
5614,379.0
7961,1.0
3238,1317.0
3459,1646.0
3479,1634.0
3498,1644.0
4098,614.0
4994,905.0
5061,529.0
5321,1348.0
5524,1643.0
5683,1.0
6004,524.0
6774,1216.0
6832,1.0
6979,1.0
7050,164.0
7279,1039.0
7620,1.0
8042,1.0
8128,1.0
73,679.0
76,149.0
78,696.0
1192,1.0
79,1357.0
930,1.0
77,1007.0
81,658.0
1157,34.0
83,680.0
91,232.0
67,875.0
84,116.0
85,99.0
2160,1421.0
2576,1646.0
2809,1.0
3050,1.0
3310,1057.0
3576,328.0
3681,196.0
5028,1515.0
5421,380.0
5449,1.0
5936,99.0
6094,758.0
6327,1630.0
6914,1578.0
6930,1.0
7553,1.0
71,1633.0
1636,1.0
1915,1264.0
2106,1.0
3804,167.0
4780,1.0
5058,1.0
5671,198.0
7809,1.0
7921,1.0
87,1661.0
2053,99.0
2256,1650.0
2623,1624.0
2764,32.0
2790,1646.0
2925,888.0
3460,826.0
3873,182.0
3912,858.0
3962,314.0
4078,50.0
4110,49.0
4332,1.0
4453,1.0
4632,1644.0
4748,1306.0
5020,1647.0
5072,231.0
5200,692.0
5308,1.0
5392,1.0
5415,150.0
5584,842.0
5630,1334.0
5684,1019.0
5732,1.0
5737,1.0
